Player,ID,Position,Handedness,Height (in),Weight (lbs),Birthday,Nationality
DANIEL BRICKLEY,8480771.0,D,L,75.0,203.0,1995-03-30,USA
DION PHANEUF,8470602.0,D,L,76.0,222.0,1985-04-10,CAN
PETER BUDAJ,8469514.0,G,L,73.0,196.0,1982-09-18,SVK
DARREN ARCHIBALD,8475423.0,R,L,75.0,210.0,1990-02-09,CAN
OSCAR LINDBERG,8475715.0,L,L,73.0,202.0,1991-10-29,SWE
MAGNUS PAAJARVI,8475175.0,L,L,75.0,206.0,1991-04-12,SWE
TOM PYATT,8471768.0,L,L,71.0,185.0,1987-02-14,CAN
JACK RODEWALD,8478268.0,R,R,74.0,189.0,1994-02-14,CAN
ERIK BURGDOERFER,8475982.0,D,R,73.0,207.0,1988-12-11,USA
STEFAN ELLIOTT,8475206.0,D,R,73.0,190.0,1991-01-30,CAN
JUSTIN FALK,8473992.0,D,L,77.0,223.0,1988-10-11,CAN
MIKE CONDON,8477237.0,G,L,74.0,196.0,1990-04-27,USA
TANNER FRITZ,8479206.0,C,R,71.0,192.0,1991-08-20,CAN
STEPHEN GIONTA,8472410.0,C,R,67.0,177.0,1983-10-09,USA
JOSHUA HO-SANG,8477959.0,R,R,71.0,190.0,1996-01-22,CAN
RYAN KUFFNER,8481426.0,L,L,73.0,186.0,1996-06-12,CAN
WADE MEGAN,8475263.0,C,L,73.0,191.0,1990-07-22,USA
MATT PUEMPEL,8476477.0,L,L,73.0,201.0,1993-01-24,CAN
DOMINIC TURGEON,8477994.0,C,L,74.0,203.0,1996-02-25,CAN
THOMAS VANEK,8470598.0,L,R,74.0,214.0,1984-01-19,AUT
JAKE CHELIOS,8477865.0,D,L,74.0,185.0,1991-03-08,USA
NIKLAS KRONWALL,8468509.0,D,L,72.0,194.0,1981-01-12,SWE
LIBOR SULAK,8480161.0,D,L,74.0,207.0,1994-03-04,CZE
KADEN FULCHER,8480363.0,G,L,75.0,210.0,1998-09-23,CAN
CODY MCLEOD,8471657.0,L,L,74.0,204.0,1984-06-26,CAN
MATT DONOVAN,8474659.0,D,L,73.0,205.0,1990-05-09,USA
ERIK CONDRA,8473588.0,R,R,71.0,185.0,1986-08-06,USA
MARTIN HANZAL,8471691.0,C,L,78.0,230.0,1987-02-20,CZE
JULIUS HONKA,8477945.0,D,R,71.0,180.0,1995-12-03,FIN
BEN LOVEJOY,8473933.0,D,R,73.0,205.0,1984-02-20,USA
MARC METHOT,8470760.0,D,L,76.0,230.0,1985-06-21,CAN
LANDON BOW,8479016.0,G,L,77.0,220.0,1995-08-24,CAN
BRANDON DUBINSKY,8471273.0,C,L,74.0,208.0,1986-04-29,USA
MARKUS HANNIKAINEN,8478541.0,L,L,73.0,200.0,1993-03-26,FIN
ADAM CLENDENING,8476431.0,D,R,72.0,194.0,1992-10-26,USA
ADAM MCQUAID,8471717.0,D,R,76.0,210.0,1986-10-12,CAN
JT BROWN,8476806.0,R,R,70.0,182.0,1990-07-02,USA
ERIC FEHR,8470611.0,C,R,76.0,209.0,1985-09-07,CAN
MATT HENDRICKS,8468611.0,C,L,72.0,211.0,1981-06-17,USA
MATT READ,8476177.0,R,R,70.0,188.0,1986-06-14,CAN
RYAN MURPHY,8476465.0,D,R,71.0,175.0,1993-03-31,CAN
RYAN CALLAHAN,8471339.0,R,R,70.0,187.0,1985-03-21,USA
DANICK MARTEL,8478365.0,L,L,69.0,184.0,1994-12-12,CAN
DAN GIRARDI,8471958.0,D,R,73.0,212.0,1984-04-29,CAN
EDWARD PASQUALE,8475277.0,G,L,74.0,215.0,1990-11-20,CAN
SCOTT DARLING,8474152.0,G,L,77.0,226.0,1988-12-22,USA
TYRELL GOULBOURNE,8477399.0,L,L,71.0,203.0,1994-01-26,CAN
CORBAN KNIGHT,8475260.0,C,R,74.0,195.0,1990-09-10,CAN
JORI LEHTERA,8474627.0,C,L,74.0,212.0,1987-12-23,FIN
PHIL VARONE,8475321.0,C,L,70.0,193.0,1990-12-04,CAN
ANDREW MACDONALD,8473584.0,D,L,73.0,204.0,1986-09-07,CAN
MIKE MCKENNA,8470093.0,G,R,74.0,183.0,1983-04-11,USA
MICHAL NEUVIRTH,8473607.0,G,L,73.0,209.0,1988-03-23,CZE
DEVANTE SMITH-PELLY,8475758.0,R,R,72.0,223.0,1992-06-14,CAN
BROOKS ORPIK,8468498.0,D,L,75.0,217.0,1980-09-26,USA
ADAM CRACKNELL,8471490.0,R,R,75.0,209.0,1985-07-15,CAN
PATRICK EAVES,8470622.0,R,R,71.0,203.0,1984-05-01,CAN
RYAN KESLER,8470616.0,C,R,74.0,206.0,1984-08-31,USA
JUSTIN KLOOS,8480082.0,C,R,70.0,175.0,1993-11-30,USA
KALLE KOSSILA,8479290.0,C,L,71.0,182.0,1993-04-14,FIN
KEVIN ROY,8476971.0,L,L,69.0,172.0,1993-05-20,CAN
JAKE DOTCHIN,8477009.0,D,R,75.0,210.0,1994-03-24,CAN
KEVIN BOYLE,8479294.0,G,L,72.0,201.0,1992-05-30,USA
CHAD JOHNSON,8473434.0,G,L,75.0,197.0,1986-06-10,CAN
MARIO KEMPE,8474131.0,R,L,72.0,185.0,1988-09-19,SWE
BEN STREET,8476043.0,C,L,72.0,190.0,1987-02-13,CAN
JOSH JACOBS,8477972.0,D,R,74.0,200.0,1996-02-15,USA
MIRCO MUELLER,8477509.0,D,L,75.0,210.0,1995-03-21,CHE
GILLES SENN,8480213.0,G,R,77.0,191.0,1996-03-01,CHE
DALTON SMITH,8475748.0,L,L,74.0,206.0,1992-06-30,CAN
VLADIMIR SOBOTKA,8471743.0,C,L,71.0,191.0,1987-07-02,CZE
SCOTT WILSON,8476293.0,L,L,71.0,177.0,1992-04-24,CAN
JOHN GILMOUR,8477337.0,D,L,72.0,188.0,1993-05-17,CAN
TROY BROUWER,8471426.0,R,R,75.0,213.0,1985-08-17,CAN
ALEXANDER STEEN,8470257.0,L,L,72.0,211.0,1984-03-01,CAN
JAY BOUWMEESTER,8470151.0,D,L,76.0,206.0,1983-09-27,CAN
ALEKSI SAARELA,8478839.0,C,L,70.0,200.0,1997-01-07,FIN
PAUL CAREY,8474008.0,C,L,73.0,196.0,1988-09-24,USA
PETER CEHLARIK,8477417.0,L,L,74.0,202.0,1995-08-02,SVK
JOHN QUENNEVILLE,8477961.0,C,L,73.0,195.0,1996-04-16,CAN
ZACK SMITH,8474250.0,C,L,74.0,208.0,1988-04-05,CAN
ANTON WEDIN,8481637.0,L,L,71.0,195.0,1993-03-01,SWE
BRENT SEABROOK,8470607.0,D,R,75.0,220.0,1985-04-20,CAN
COREY CRAWFORD,8470645.0,G,L,74.0,216.0,1984-12-31,CAN
PONTUS ABERG,8476857.0,L,R,72.0,194.0,1993-09-23,SWE
EGOR KORSHKOV,8479510.0,R,L,76.0,180.0,1996-07-10,RUS
MARTIN MARINCIN,8475716.0,D,L,77.0,217.0,1992-02-18,SVK
JORDAN WEAL,8475738.0,C,R,69.0,181.0,1992-04-15,CAN
DALE WEISE,8474668.0,R,R,74.0,196.0,1988-08-05,CAN
KARL ALZNER,8473991.0,D,L,75.0,213.0,1988-09-24,CAN
CHRISTIAN FOLIN,8477850.0,D,R,76.0,204.0,1991-02-09,SWE
JOSEPH BLANDISI,8477010.0,C,L,72.0,184.0,1994-07-18,CAN
THOMAS DI PAULI,8476974.0,C,L,71.0,188.0,1994-04-29,ITA
ADAM JOHNSON,8480341.0,C,L,72.0,174.0,1994-06-22,USA
ZACH TROTMAN,8475902.0,D,R,75.0,217.0,1990-08-26,USA
BOO NIEVES,8476922.0,C,L,75.0,214.0,1994-01-23,USA
HENRIK LUNDQVIST,8468685.0,G,L,73.0,182.0,1982-03-02,SWE
GABRIEL BOURQUE,8475268.0,L,L,70.0,206.0,1990-09-23,CAN
ANDREI CHIBISOV,8481642.0,R,L,76.0,227.0,1993-02-26,RUS
MARK LETESTU,8473914.0,C,R,70.0,195.0,1985-02-04,CAN
BRYAN LITTLE,8473412.0,C,R,72.0,191.0,1987-11-12,CAN
NICHOLAS SHORE,8476406.0,C,R,73.0,198.0,1992-09-26,USA
COLBY CAVE,8477529.0,C,L,73.0,200.0,1994-12-26,CAN
MARKUS GRANLUND,8476440.0,C,L,72.0,180.0,1993-04-16,FIN
OSCAR KLEFBOM,8476472.0,D,L,75.0,216.0,1993-07-20,SWE
BRANDON MANNING,8475430.0,D,L,73.0,205.0,1990-06-04,CAN
JOEL PERSSON,8480940.0,D,R,71.0,170.0,1994-03-04,SWE
MICHEAL FERLAND,8475907.0,L,L,73.0,217.0,1992-04-20,CAN
NIKOLAY GOLDOBIN,8477958.0,R,L,71.0,196.0,1995-10-07,RUS
OSCAR FANTENBERG,8480147.0,D,L,72.0,206.0,1991-10-07,SWE
ASHTON SAUTNER,8477085.0,D,L,73.0,192.0,1994-05-27,CAN
ALAN QUINE,8476409.0,C,L,72.0,203.0,1993-02-25,CAN
ALEXANDER YELESIN,8481630.0,D,R,72.0,195.0,1996-02-07,RUS
GAGE QUINNEY,8479748.0,C,L,71.0,200.0,1995-07-29,USA
VALENTIN ZYKOV,8477458.0,L,R,72.0,220.0,1995-05-15,RUS
JAKE BISCHOFF,8476987.0,D,L,73.0,188.0,1994-07-25,USA
DERYK ENGELLAND,8468674.0,D,R,74.0,212.0,1982-04-03,CAN
VLADISLAV KAMENEV,8477973.0,C,L,74.0,194.0,1996-08-12,RUS
COLIN WILSON,8474569.0,C,L,73.0,215.0,1989-10-20,USA
MARK BARBERIO,8474717.0,D,L,73.0,200.0,1990-03-23,CAN
ANTON LINDHOLM,8478073.0,D,L,71.0,191.0,1994-11-29,SWE
ANTOINE BIBEAU,8477312.0,G,L,75.0,205.0,1994-05-01,CAN
ADAM WERNER,8479530.0,G,L,77.0,205.0,1997-05-02,SWE
NIKOLAI PROKHORKIN,8476947.0,L,L,75.0,190.0,1993-09-17,RUS
TIM SCHALLER,8477213.0,L,L,74.0,204.0,1990-11-16,USA
J.C. BEAUDIN,8478833.0,C,R,73.0,196.0,1997-03-25,CAN
MIKKEL BOEDKER,8474571.0,L,L,71.0,207.0,1989-12-16,DNK
JONATHAN DAVIDSSON,8480247.0,R,R,71.0,185.0,1997-03-12,SWE
JORDAN SZWARZ,8475224.0,C,R,71.0,192.0,1991-05-14,CAN
MAX VERONNEAU,8480314.0,R,R,73.0,193.0,1995-12-12,CAN
RON HAINSEY,8468493.0,D,L,75.0,201.0,1981-03-24,USA
ANDERS NILSSON,8475195.0,G,L,78.0,232.0,1990-03-19,SWE
TOM KUHNHACKL,8475832.0,R,L,74.0,190.0,1992-01-21,DEU
JOHNNY BOYCHUK,8470187.0,D,R,74.0,227.0,1984-01-19,CAN
JUSTIN ABDELKADER,8471716.0,L,L,74.0,213.0,1987-02-25,USA
CHRISTOFFER EHN,8478036.0,C,L,75.0,195.0,1996-04-05,SWE
TREVOR DALEY,8470110.0,D,L,71.0,199.0,1983-10-09,CAN
JONATHAN ERICSSON,8470318.0,D,L,76.0,218.0,1984-03-02,SWE
CODY GOLOUBEF,8474597.0,D,R,73.0,190.0,1989-11-30,CAN
MIKE GREEN,8471242.0,D,R,73.0,210.0,1985-10-12,CAN
JOE HICKETTS,8478176.0,D,L,68.0,176.0,1996-05-04,CAN
BRIAN LASHOFF,8474873.0,D,L,75.0,215.0,1990-07-16,USA
JIMMY HOWARD,8470657.0,G,L,73.0,218.0,1984-03-26,USA
MIIKKA SALOMAKI,8476447.0,R,L,71.0,203.0,1993-03-09,FIN
DAN HAMHUIS,8469465.0,D,L,73.0,204.0,1982-12-13,CAN
STEPHEN JOHNS,8475730.0,D,R,76.0,225.0,1992-04-18,USA
ROMAN POLAK,8471392.0,D,R,74.0,240.0,1986-04-28,CZE
BEN BISHOP,8471750.0,G,L,79.0,210.0,1986-11-21,USA
MARKO DANO,8477448.0,L,L,71.0,201.0,1994-11-30,AUT
JAKOB LILJA,8481650.0,L,L,73.0,196.0,1993-07-23,SWE
CALVIN THURKAUF,8479557.0,C,L,74.0,204.0,1997-06-27,CHE
GABRIEL DUMONT,8475254.0,C,R,70.0,195.0,1990-10-06,CAN
BRENNAN MENELL,8479734.0,D,R,71.0,183.0,1997-05-24,USA
MELKER KARLSSON,8477922.0,C,R,72.0,180.0,1990-07-18,SWE
MAXIM LETUNOV,8477983.0,C,L,76.0,180.0,1996-02-20,RUS
LUKAS RADIL,8480780.0,C,R,76.0,205.0,1990-08-05,CZE
DANIL YURTAYKIN,8481515.0,L,R,71.0,165.0,1997-07-01,RUS
TREVOR CARRICK,8476953.0,D,L,74.0,171.0,1994-07-04,CAN
TIM HEED,8475841.0,D,R,71.0,180.0,1991-01-27,SWE
DALTON PROUT,8474774.0,D,R,75.0,215.0,1990-03-13,CAN
CORY CONACHER,8476195.0,C,L,68.0,185.0,1989-12-14,CAN
CAMERON GAUNCE,8474611.0,D,L,73.0,194.0,1990-03-19,CAN
BRIAN GIBBONS,8476207.0,C,L,68.0,175.0,1988-02-26,USA
JUSTIN WILLIAMS,8468508.0,R,R,73.0,184.0,1981-10-04,CAN
DAVID AYRES,8479188.0,G,L,72.0,201.0,1977-08-12,CAN
GERMAN RUBTSOV,8479424.0,C,L,74.0,178.0,1998-06-27,RUS
CHRIS STEWART,8473485.0,R,R,74.0,242.0,1987-10-30,CAN
MIKHAIL VOROBYEV,8478844.0,C,L,74.0,194.0,1997-01-05,RUS
MATT NISKANEN,8471702.0,D,R,73.0,203.0,1986-12-06,USA
ILYA KOVALCHUK,8469454.0,L,R,75.0,222.0,1983-04-15,RUS
BRENDAN LEIPSIC,8476894.0,L,L,71.0,180.0,1994-05-19,CAN
KORBINIAN HOLZER,8473560.0,D,R,75.0,213.0,1988-02-16,DEU
MICHAEL GRABNER,8473546.0,L,L,73.0,188.0,1987-10-05,AUT
TOBIAS RIEDER,8476356.0,L,L,71.0,189.0,1993-01-10,DEU
BRANDON DAVIDSON,8475869.0,D,L,74.0,204.0,1991-08-21,CAN
JACOB DE LA ROSE,8477455.0,L,L,75.0,215.0,1995-05-20,SWE
CARL GUNNARSSON,8474125.0,D,L,74.0,198.0,1986-11-09,SWE
MITCH REINKE,8480761.0,D,R,71.0,181.0,1996-02-04,USA
NIKITA GUSEV,8477038.0,L,R,69.0,163.0,1992-07-08,RUS
BRADY KEEPER,8481442.0,D,R,74.0,197.0,1996-06-05,CAN
CAMERON HUGHES,8478888.0,C,L,72.0,183.0,1996-10-09,CAN
PAR LINDHOLM,8480944.0,C,L,72.0,181.0,1991-10-05,SWE
STEVEN KAMPFER,8474000.0,D,R,71.0,198.0,1988-09-24,USA
KEVAN MILLER,8476191.0,D,R,74.0,210.0,1987-11-15,USA
BRANDON PIRRI,8475204.0,C,L,73.0,180.0,1991-04-10,CAN
ANDREW SHAW,8476381.0,R,R,71.0,182.0,1991-07-20,CAN
LUCAS WALLMARK,8478027.0,C,L,72.0,178.0,1995-09-05,SWE
KENNY AGOSTINO,8475844.0,L,L,72.0,204.0,1992-04-30,USA
MICHAEL FROLIK,8473564.0,R,L,73.0,186.0,1988-02-17,CZE
OTTO LESKINEN,8481105.0,D,L,72.0,193.0,1997-02-06,FIN
XAVIER OUELLET,8476443.0,D,L,72.0,197.0,1993-07-29,FRA
SHEA WEBER,8470642.0,D,R,76.0,230.0,1985-08-14,CAN
JOSH CURRIE,8477680.0,R,R,70.0,172.0,1992-10-29,CAN
KEVIN CZUCZMAN,8477814.0,D,L,75.0,195.0,1991-01-09,CAN
YANNICK WEBER,8474134.0,D,R,71.0,200.0,1988-09-23,CHE
ANTHONY BITETTO,8475868.0,D,L,73.0,222.0,1990-07-15,USA
TARMO REUNANEN,8479462.0,D,L,72.0,185.0,1998-03-01,FIN
GAETAN HAAS,8481813.0,C,R,72.0,181.0,1992-01-31,CHE
DOMINIK KAHUN,8480946.0,C,L,71.0,175.0,1995-07-02,CZE
JOAKIM NYGARD,8481638.0,L,L,72.0,179.0,1993-01-08,SWE
PATRICK RUSSELL,8479466.0,R,R,73.0,203.0,1993-01-04,DNK
TYLER GRAOVAC,8476344.0,C,L,77.0,208.0,1993-04-27,CAN
JAYCE HAWRYLUK,8477963.0,C,R,71.0,196.0,1996-01-01,CAN
MARC MICHAELIS,8482063.0,L,L,71.0,187.0,1995-07-31,DEU
BRANDON SUTTER,8474091.0,C,R,75.0,190.0,1989-02-14,USA
JAKE VIRTANEN,8477937.0,R,R,73.0,226.0,1996-08-17,CAN
BROGAN RAFFERTY,8481479.0,D,R,72.0,202.0,1995-05-28,USA
JOAKIM NORDSTROM,8475807.0,C,L,73.0,194.0,1992-02-25,SWE
ZAC RINALDO,8474736.0,C,L,70.0,192.0,1990-06-15,CAN
NIKITA NESTEROV,8476300.0,D,L,71.0,191.0,1993-03-28,RUS
ARTYOM ZAGIDULIN,8481501.0,G,L,74.0,180.0,1995-08-08,RUS
TOMAS JURCO,8476430.0,R,L,74.0,197.0,1992-12-28,SVK
OSCAR DANSK,8476861.0,G,L,75.0,204.0,1994-02-28,SWE
MATT CALVERT,8474685.0,L,L,71.0,186.0,1989-12-24,CAN
CARL SODERBERG,8471262.0,C,L,75.0,210.0,1985-10-12,SWE
HUNTER MISKA,8480112.0,G,L,73.0,175.0,1995-07-07,USA
DRAKE RYMSHA,8480221.0,C,R,72.0,187.0,1998-08-06,USA
MARK ALT,8475729.0,D,R,76.0,201.0,1991-10-18,USA
TROY GROSENICK,8477234.0,G,L,73.0,181.0,1989-08-27,USA
VITALY ABRAMOV,8479411.0,L,L,70.0,180.0,1998-05-08,RUS
ARTEM ANISIMOV,8473573.0,C,L,76.0,199.0,1988-05-24,RUS
FILIP CHLAPIK,8478488.0,C,L,74.0,194.0,1997-06-03,CZE
MICHEAL HALEY,8474230.0,L,L,71.0,213.0,1986-03-30,CAN
OLLE ALSING,8481629.0,D,L,71.0,170.0,1996-05-01,SWE
DMYTRO TIMASHOV,8478857.0,L,L,70.0,192.0,1996-10-01,UKR
TRAVIS ZAJAC,8471233.0,C,R,74.0,185.0,1985-05-13,CAN
BRAYDON COBURN,8470601.0,D,L,77.0,224.0,1985-02-27,CAN
MATHIAS BROME,8482240.0,L,L,72.0,183.0,1994-07-29,SWE
VALTTERI FILPPULA,8470047.0,C,L,72.0,189.0,1984-03-20,FIN
FRANS NIELSEN,8470144.0,C,L,73.0,186.0,1984-04-24,DNK
BOBBY RYAN,8471676.0,R,R,74.0,208.0,1987-03-17,USA
CHRISTIAN DJOOS,8477043.0,D,L,72.0,180.0,1994-08-06,SWE
SEAN MALONE,8477391.0,C,L,72.0,197.0,1995-04-30,USA
DAVID FARRANCE,8480063.0,D,L,71.0,189.0,1999-06-23,USA
LUCA SBISA,8474579.0,D,L,75.0,206.0,1990-01-30,ITA
KASIMIR KASKISUO,8479288.0,G,L,75.0,203.0,1993-10-02,FIN
PEKKA RINNE,8471469.0,G,L,77.0,217.0,1982-11-03,FIN
NICK CAAMANO,8479381.0,R,L,75.0,205.0,1998-09-07,CAN
JOEL L'ESPERANCE,8480769.0,R,R,74.0,210.0,1995-08-18,USA
SAMI VATANEN,8475222.0,D,R,70.0,185.0,1991-06-03,FIN
NATHAN GERBE,8471804.0,C,L,64.0,176.0,1987-07-24,USA
MIKHAIL GRIGORENKO,8476888.0,C,L,75.0,206.0,1994-05-16,RUS
MIKKO KOIVU,8469459.0,C,L,75.0,213.0,1983-03-12,FIN
MIKKO LEHTONEN,8482247.0,D,L,72.0,187.0,1994-01-16,FIN
MATISS KIVLENIEKS,8480162.0,G,L,74.0,183.0,1996-08-26,LVA
VEINI VEHVILAINEN,8481001.0,G,L,72.0,181.0,1997-02-13,FIN
LUKE JOHNSON,8477366.0,C,R,71.0,174.0,1994-09-19,USA
MATT BARTKOWSKI,8474749.0,D,L,73.0,201.0,1988-06-04,USA
LOUIE BELPEDIO,8478011.0,D,R,71.0,197.0,1996-05-14,USA
LEAN BERGMANN,8481640.0,C,L,74.0,205.0,1998-10-04,DEU
JOACHIM BLICHFELD,8479571.0,R,R,74.0,196.0,1998-07-17,DNK
IVAN CHEKHOVICH,8480276.0,L,L,70.0,185.0,1999-01-04,RUS
FREDRIK HANDEMARK,8482248.0,C,L,76.0,210.0,1993-08-27,SWE
JOEL KELLMAN,8481516.0,C,L,71.0,192.0,1994-05-25,SWE
PATRICK MARLEAU,8466139.0,L,L,74.0,215.0,1979-09-15,CAN
MARCUS SORENSEN,8475834.0,L,L,71.0,175.0,1992-04-07,SWE
ANTTI SUOMELA,8480965.0,C,L,72.0,180.0,1994-03-17,FIN
BRINSON PASICHNUK,8482369.0,D,L,72.0,205.0,1997-11-24,CAN
DEVAN DUBNYK,8471227.0,G,L,78.0,224.0,1986-05-04,CAN
ALEXEI MELNICHUK,8482246.0,G,L,73.0,201.0,1998-06-29,RUS
DANIEL WALCOTT,8478069.0,L,L,73.0,175.0,1994-02-19,CAN
ANDREAS BORGMAN,8480158.0,D,L,72.0,200.0,1995-06-18,SWE
BEN THOMAS,8478049.0,D,R,73.0,187.0,1996-05-28,CAN
CHRISTOPHER GIBSON,8476444.0,G,L,74.0,217.0,1992-12-27,FIN
CURTIS MCELHINNEY,8470147.0,G,L,73.0,210.0,1983-05-23,CAN
DREW SHORE,8475213.0,C,R,74.0,209.0,1991-01-29,USA
JAKE GARDINER,8474581.0,D,L,74.0,203.0,1990-07-04,USA
JOAKIM RYAN,8477046.0,D,L,71.0,185.0,1993-06-17,USA
DAVID KASE,8478436.0,R,L,71.0,169.0,1997-01-28,CZE
SAMUEL MORIN,8477502.0,L,L,78.0,202.0,1995-07-12,CAN
MAKSIM SUSHKO,8480201.0,R,L,72.0,206.0,1999-02-10,BLR
CARSEN TWARYNSKI,8479358.0,L,L,74.0,198.0,1997-11-24,CAN
NATE PROSSER,8475613.0,D,R,74.0,201.0,1986-05-07,USA
DANIEL CARR,8477901.0,L,L,72.0,186.0,1991-11-01,CAN
PHILIPPE MAILLET,8477544.0,C,L,70.0,174.0,1992-11-07,CAN
BRIAN PINHO,8477314.0,C,R,73.0,186.0,1995-05-11,USA
DAVID BACKES,8470655.0,R,R,75.0,215.0,1984-05-01,USA
ALEXANDER VOLKOV,8480186.0,R,L,73.0,195.0,1997-08-02,RUS
ANDY WELINSKI,8476407.0,D,R,74.0,212.0,1993-04-27,USA
RYAN MILLER,8468011.0,G,L,74.0,170.0,1980-07-17,USA
MICHAEL CHAPUT,8475808.0,C,L,74.0,199.0,1992-04-09,CAN
NIKLAS HJALMARSSON,8471769.0,D,L,75.0,197.0,1987-06-06,SWE
AARON NESS,8474604.0,D,L,70.0,184.0,1990-05-18,USA
CHASE DE LEO,8478029.0,C,L,69.0,185.0,1995-10-25,USA
FREDERIK GAUTHIER,8477512.0,C,L,77.0,239.0,1995-04-26,CAN
JANNE KUOKKANEN,8479511.0,C,L,73.0,193.0,1998-05-25,FIN
MASON GEERTSEN,8477419.0,D,L,76.0,227.0,1995-04-19,CAN
CHRISTIAN JAROS,8478868.0,D,R,75.0,222.0,1996-04-02,SVK
P.K. SUBBAN,8474056.0,D,R,72.0,210.0,1989-05-13,CAN
REILLY WALSH,8480054.0,D,R,72.0,185.0,1999-04-21,USA
JONATHAN BERNIER,8473541.0,G,L,72.0,185.0,1988-08-07,CAN
NICO DAWS,8482076.0,G,L,76.0,205.0,2000-12-22,DEU
BRANDON BIRO,8482061.0,L,L,71.0,170.0,1998-03-11,CAN
CODY EAKIN,8475236.0,C,L,72.0,196.0,1991-05-24,CAN
RYAN MACINNIS,8477974.0,C,L,76.0,201.0,1996-02-14,USA
ARTTU RUOTSALAINEN,8481626.0,C,L,69.0,187.0,1997-10-29,FIN
WILL BUTCHER,8477355.0,D,L,70.0,195.0,1995-01-06,USA
ETHAN PROW,8479289.0,D,R,71.0,182.0,1992-11-17,USA
MARK PYSYK,8475796.0,D,R,73.0,205.0,1992-01-11,CAN
MICHAEL HOUSER,8475920.0,G,L,73.0,185.0,1992-09-13,USA
MALCOLM SUBBAN,8476876.0,G,L,74.0,215.0,1993-12-21,CAN
TYLER BOZAK,8475098.0,C,R,73.0,187.0,1986-03-19,CAN
JAMES NEAL,8471707.0,L,L,75.0,212.0,1987-09-03,CAN
MATTHEW PECA,8476285.0,C,L,70.0,181.0,1993-04-27,CAN
JOONAS DONSKOI,8475820.0,R,R,72.0,185.0,1992-04-13,FIN
KOLE LIND,8479986.0,R,R,73.0,193.0,1998-10-16,CAN
MAX MCCORMICK,8476323.0,L,L,71.0,188.0,1992-05-01,USA
ALEXANDER TRUE,8480384.0,C,L,77.0,213.0,1997-07-17,DNK
CHRIS DRIEDGER,8476904.0,G,L,76.0,208.0,1994-05-18,CAN
MAXIM MAMIN,8479553.0,C,L,74.0,206.0,1995-01-13,RUS
JOE THORNTON,8466138.0,C,L,76.0,220.0,1979-07-02,CAN
PETTERI LINDBOHM,8476989.0,D,L,75.0,198.0,1993-09-23,FIN
MARKUS NUTIVAARA,8478906.0,D,L,73.0,187.0,1994-06-06,FIN
CHASE PRISKIE,8479597.0,D,R,72.0,185.0,1996-03-19,USA
TYLER LEWINGTON,8477343.0,D,R,74.0,195.0,1994-12-05,CAN
JOHN MOORE,8475186.0,D,L,75.0,207.0,1990-11-19,USA
TUUKKA RASK,8471695.0,G,L,75.0,176.0,1987-03-10,FIN
BRETT CONNOLLY,8475792.0,R,R,75.0,198.0,1992-05-02,CAN
KURTIS GABRIEL,8476545.0,R,R,78.0,212.0,1993-04-20,CAN
JOSIAH SLAVIN,8481004.0,L,L,75.0,189.0,1998-12-31,USA
NICOLAS BEAUDIN,8480814.0,D,L,71.0,168.0,1999-10-07,CAN
JAKUB GALVAS,8480231.0,D,L,71.0,161.0,1999-06-15,CZE
WYATT KALYNUK,8480293.0,D,L,73.0,180.0,1997-04-14,CAN
KIRILL SEMYONOV,8482815.0,C,L,72.0,171.0,1994-10-27,RUS
JASON SPEZZA,8469455.0,C,R,75.0,219.0,1983-06-13,CAN
ALEX BIEGA,8473415.0,D,R,70.0,195.0,1988-04-04,CAN
CARL DAHLSTROM,8477472.0,D,L,76.0,231.0,1995-01-28,SWE
KRISTIANS RUBINS,8479729.0,D,L,77.0,227.0,1997-12-11,LVA
BRANDON BADDOCK,8477631.0,L,L,75.0,218.0,1995-03-29,CAN
PAUL BYRON,8474038.0,L,L,69.0,164.0,1989-04-27,CAN
CAM HILLIS,8480858.0,C,R,70.0,189.0,2000-06-24,CAN
CEDRIC PAQUETTE,8476975.0,C,L,72.0,205.0,1993-08-13,CAN
MATHIEU PERREAULT,8473618.0,C,L,70.0,189.0,1988-01-05,CAN
LUKAS VEJDEMO,8478838.0,C,L,73.0,198.0,1996-01-25,SWE
SAMI NIKU,8478915.0,D,L,73.0,176.0,1996-10-10,FIN
MATTIAS NORLINDER,8481555.0,D,L,73.0,195.0,2000-04-12,SWE
ANDREW HAMMOND,8477202.0,G,L,74.0,215.0,1988-02-11,CAN
MICHAEL MCNIVEN,8478933.0,G,L,73.0,199.0,1997-07-09,CAN
CAREY PRICE,8471679.0,G,L,75.0,217.0,1987-08-16,CAN
ANTHONY ANGELLO,8478074.0,R,R,77.0,210.0,1996-03-06,USA
KASPER BJORKQVIST,8479512.0,R,L,73.0,198.0,1997-07-10,FIN
BRIAN BOYLE,8470619.0,C,L,78.0,245.0,1984-12-18,USA
VALTTERI PUUSTINEN,8481703.0,R,R,69.0,183.0,1999-06-04,FIN
JUUSO RIIKOLA,8480945.0,D,L,72.0,189.0,1993-11-09,FIN
TIM GETTINGER,8479364.0,L,L,78.0,222.0,1998-04-14,USA
ANTHONY GRECO,8479447.0,R,R,70.0,179.0,1993-09-30,USA
GREG MCKEGG,8475735.0,C,L,72.0,195.0,1992-06-17,CAN
ADAM HUSKA,8478903.0,G,L,76.0,214.0,1997-05-12,SVK
